,Entry,Organism,EC numbers,Interpro_ids,Org
0,P46614,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Candida albicans
0,B7IKB1,Bacillus cereus (strain G9842),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
1,B9IT52,Bacillus cereus (strain Q1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
2,B7HG04,Bacillus cereus (strain B4264),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
3,B7HYU3,Bacillus cereus (strain AH187),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
4,B7JCV9,Bacillus cereus (strain AH820),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
5,C1EKE4,Bacillus cereus (strain 03BB102),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
6,Q63EX2,Bacillus cereus (strain ZK / E33L),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
7,Q73CE0,Bacillus cereus (strain ATCC 10987 / NRS 248),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
8,Q81U58,Bacillus anthracis,2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus anthracis
9,A9VI58,Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus mycoides
10,C3P2T3,Bacillus anthracis (strain A0248),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus anthracis
11,Q81GZ2,Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cereus
12,A0RAP3,Bacillus thuringiensis (strain Al Hakam),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus thuringiensis
13,Q6HMD5,Bacillus thuringiensis subsp. konkukian (strain 97-27),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus thuringiensis
14,C3LCY4,Bacillus anthracis (strain CDC 684 / NRRL 3495),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus anthracis
15,A7GLY7,Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus cytotoxicus
0,Q07637,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Lactococcus lactis
0,Q43117,Ricinus communis (Castor bean),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Ricinus communis
1,P55964,Ricinus communis (Castor bean),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Ricinus communis
0,P05708,Rattus norvegicus (Rat),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Rattus norvegicus
1,P17712,Rattus norvegicus (Rat),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Rattus norvegicus
2,P27926,Rattus norvegicus (Rat),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Rattus norvegicus
3,P27881,Rattus norvegicus (Rat),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Rattus norvegicus
0,P09467,Homo sapiens (Human),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Homo sapiens
1,O00757,Homo sapiens (Human),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Homo sapiens
2,Q3SZB7,Bos taurus (Bovine),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Bos taurus
3,Q2KJJ9,Bos taurus (Bovine),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Bos taurus
4,P19112,Rattus norvegicus (Rat),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Rattus norvegicus
5,P70695,Mus musculus (Mouse),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Mus musculus
6,Q9Z1N1,Rattus norvegicus (Rat),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Rattus norvegicus
7,Q9QXD6,Mus musculus (Mouse),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Mus musculus
8,P00636,Sus scrofa (Pig),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Sus scrofa
9,P00637,Oryctolagus cuniculus (Rabbit),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Oryctolagus cuniculus
10,Q9N0J6,Oryctolagus cuniculus (Rabbit),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Oryctolagus cuniculus
11,P09199,Ovis aries (Sheep),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Ovis aries
0,P39669,Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Rhizobium radiobacter
1,Q8U8L5,Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58)),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Agrobacterium fabrum
2,B9JAA3,Agrobacterium radiobacter (strain K84 / ATCC BAA-868),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Agrobacterium radiobacter
0,O64390,Solanum tuberosum (Potato),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Solanum tuberosum
1,Q9SQ76,Solanum tuberosum (Potato),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Solanum tuberosum
0,Q9HNS5,Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Halobacterium salinarum
1,B0R6S2,Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Halobacterium salinarum
0,Q8ZQU2,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Salmonella typhimurium
1,Q8ZQU3,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Salmonella typhimurium
0,Q1W674,Sus scrofa (Pig),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Sus scrofa
0,P22360,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Emericella nidulans
0,P49079,Zea mays (Maize),2.7.2.4); Homoserine dehydrogenase,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR002912', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR027795', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR045865']",Zea mays
0,P49079,Zea mays (Maize),1.1.1.3)],"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR002912', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR027795', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR045865']",Zea mays
1,P49080,Zea mays (Maize),2.7.2.4); Homoserine dehydrogenase,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR002912', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR045865']",Zea mays
1,P49080,Zea mays (Maize),1.1.1.3)],"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR001342', 'InterPro:IPR002912', 'InterPro:IPR005106', 'InterPro:IPR011147', 'InterPro:IPR018042', 'InterPro:IPR019811', 'InterPro:IPR036291', 'InterPro:IPR036393', 'InterPro:IPR041743', 'InterPro:IPR045865']",Zea mays
0,Q836R3,Enterococcus faecalis (strain ATCC 700802 / V583),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR022953', 'InterPro:IPR035966']",Enterococcus faecalis
0,P16861,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR040712']",Saccharomyces cerevisiae
1,P16862,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR029068', 'InterPro:IPR035966']",Saccharomyces cerevisiae
0,P17597,Arabidopsis thaliana (Mouse-ear cress),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Arabidopsis thaliana
0,P52480,Mus musculus (Mouse),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Mus musculus
0,P52480,Mus musculus (Mouse),2.7.11.1,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Mus musculus
0,P52480,Mus musculus (Mouse),2.7.10.2,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Mus musculus
1,P53657,Mus musculus (Mouse),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Mus musculus
0,P00511,Oryctolagus cuniculus (Rabbit),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Oryctolagus cuniculus
1,P47859,Oryctolagus cuniculus (Rabbit),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Oryctolagus cuniculus
0,P09342,Nicotiana tabacum (Common tobacco),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Nicotiana tabacum
1,P09114,Nicotiana tabacum (Common tobacco),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Nicotiana tabacum
0,Q2HYU2,Sus scrofa (Pig),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Sus scrofa
0,C3JXY0,Pseudomonas fluorescens (strain SBW25),2.7.2.4,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR005260', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041740', 'InterPro:IPR045865']",Pseudomonas fluorescens
0,P04807,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Saccharomyces cerevisiae
1,P04806,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Saccharomyces cerevisiae
2,Q59RW5,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),2.7.1.59,"['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Candida albicans
2,Q59RW5,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Candida albicans
0,Q57573,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),3.1.3.11,"['InterPro:IPR000760', 'InterPro:IPR020550', 'InterPro:IPR020583']",Methanocaldococcus jannaschii
0,Q57573,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),3.1.3.25,"['InterPro:IPR000760', 'InterPro:IPR020550', 'InterPro:IPR020583']",Methanocaldococcus jannaschii
1,Q57747,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),3.1.3.11,"['InterPro:IPR002803', 'InterPro:IPR036076']",Methanocaldococcus jannaschii
1,Q57747,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),4.1.2.13,"['InterPro:IPR002803', 'InterPro:IPR036076']",Methanocaldococcus jannaschii
0,Q9N0J6,Oryctolagus cuniculus (Rabbit),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Oryctolagus cuniculus
1,P00637,Oryctolagus cuniculus (Rabbit),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Oryctolagus cuniculus
0,P22418,Spinacia oleracea (Spinach),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Spinacia oleracea
1,P14766,Spinacia oleracea (Spinach),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Spinacia oleracea
0,Q01813,Homo sapiens (Human),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Homo sapiens
1,P08237,Homo sapiens (Human),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Homo sapiens
2,P17858,Homo sapiens (Human),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Homo sapiens
0,Q2RST6,Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Rhodospirillum rubrum
0,O33832,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),3.1.3.11,"['InterPro:IPR000760', 'InterPro:IPR020550', 'InterPro:IPR020583']",Thermotoga maritima
0,O33832,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),3.1.3.25,"['InterPro:IPR000760', 'InterPro:IPR020550', 'InterPro:IPR020583']",Thermotoga maritima
0,O60163,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),2.7.2.4,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041747', 'InterPro:IPR045865']",Schizosaccharomyces pombe
0,C3K7D6,Pseudomonas fluorescens (strain SBW25),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Pseudomonas fluorescens
1,Q3KJG0,Pseudomonas fluorescens (strain Pf0-1),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Pseudomonas fluorescens
2,Q4KJP6,Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Pseudomonas fluorescens
3,B3PGC8,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cellvibrio japonicus
0,P70695,Mus musculus (Mouse),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Mus musculus
1,Q9QXD6,Mus musculus (Mouse),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Mus musculus
0,P51181,Bacillus licheniformis,2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']",Bacillus licheniformis
1,P51182,Sporosarcina psychrophila (Bacillus psychrophilus),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']",Sporosarcina psychrophila
0,P12382,Mus musculus (Mouse),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Mus musculus
1,P47857,Mus musculus (Mouse),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Mus musculus
2,Q9WUA3,Mus musculus (Mouse),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Mus musculus
0,Q8NR14,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012829', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Corynebacterium glutamicum
0,P46276,Solanum tuberosum (Potato),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Solanum tuberosum
0,O42938,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR029068', 'InterPro:IPR035966', 'InterPro:IPR040712']",Schizosaccharomyces pombe
0,Q02137,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Lactococcus lactis
