	Entry	Organism	EC numbers	Interpro_ids
4	B7M4A3	Escherichia coli O8 (strain IAI1)	['EC 1.1.1.103']	['InterPro:IPR002328', 'InterPro:IPR004627', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291']
5	B7N1S0	Escherichia coli O81 (strain ED1a)	['EC 1.1.1.103']	['InterPro:IPR002328', 'InterPro:IPR004627', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291']
6	Q1R4X4	Escherichia coli (strain UTI89 / UPEC)	['EC 1.1.1.103']	['InterPro:IPR002328', 'InterPro:IPR004627', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291']
7	A1AHF3	Escherichia coli O1:K1 / APEC	['EC 1.1.1.103']	['InterPro:IPR002328', 'InterPro:IPR004627', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291']
8	B7L742	Escherichia coli (strain 55989 / EAEC)	['EC 1.1.1.103']	['InterPro:IPR002328', 'InterPro:IPR004627', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291']
9	C4ZXK8	Escherichia coli (strain K12 / MC4100 / BW2952)	['EC 1.1.1.103']	['InterPro:IPR002328', 'InterPro:IPR004627', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291']
0	Q9HTH8	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	['EC 1.1.1.108']	['InterPro:IPR006108', 'InterPro:IPR006176', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR022694', 'InterPro:IPR026578', 'InterPro:IPR036291']
0	P11759	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	['EC 1.1.1.132']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028358', 'InterPro:IPR036220', 'InterPro:IPR036291']
1	Q887P8	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	['EC 1.1.1.132']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028358', 'InterPro:IPR036220', 'InterPro:IPR036291']
2	P59793	Pseudomonas syringae pv. syringae	['EC 1.1.1.132']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028358', 'InterPro:IPR036220', 'InterPro:IPR036291']
0	O93868	Agaricus bisporus (White button mushroom)	['EC 1.1.1.138']	['InterPro:IPR002347', 'InterPro:IPR036291']
0	P07846	Ovis aries (Sheep)	['EC 1.1.1.-', 'EC 1.1.1.14', 'EC 1.1.1.9']	['InterPro:IPR002328', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291', 'InterPro:IPR045306']
0	Q58D31	Bos taurus (Bovine)	['EC 1.1.1.-', 'EC 1.1.1.14', 'EC 1.1.1.9']	['InterPro:IPR002328', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291', 'InterPro:IPR045306']
0	P05707	Escherichia coli (strain K12)	['EC 1.1.1.140']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
0	O08699	Rattus norvegicus (Rat)	['EC 1.1.1.141', 'EC 1.1.1.-, EC 1.1.1.232']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
0	P14893	Bos taurus (Bovine)	['EC 1.1.1.145', 'EC 5.3.3.1']	['InterPro:IPR002225', 'InterPro:IPR036291']
1	P26670	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))	['EC 1.1.1.145', 'EC 5.3.3.1']	['InterPro:IPR002225', 'InterPro:IPR036291']
0	P22071	Rattus norvegicus (Rat)	['EC 1.1.1.145', 'EC 1.1.1.270', 'EC 1.1.1.210', 'EC 5.3.3.1']	['InterPro:IPR002225', 'InterPro:IPR036291']
1	Q62878	Rattus norvegicus (Rat)	['EC 1.1.1.145', 'EC 5.3.3.1']	['InterPro:IPR002225', 'InterPro:IPR036291']
2	P22072	Rattus norvegicus (Rat)	['EC 1.1.1.145', 'EC 5.3.3.1']	['InterPro:IPR002225', 'InterPro:IPR036291']
0	P9WQP7	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	['EC 1.1.1.145', 'EC 5.3.3.1']	['InterPro:IPR002225', 'InterPro:IPR036291']
1	P9WQP6	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	['EC 1.1.1.145', 'EC 5.3.3.1']	['InterPro:IPR002225', 'InterPro:IPR036291']
0	P51652	Rattus norvegicus (Rat)	['EC 1.1.-.-', 'EC 1.1.1.149']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
0	Q8K023	Mus musculus (Mouse)	['EC 1.1.-.-', 'EC 1.1.1.149']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
0	P80508	Oryctolagus cuniculus (Rabbit)	['EC 1.1.1.189', 'EC 1.1.1.149']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
0	P18297	Rattus norvegicus (Rat)	['EC 1.1.1.153']	['InterPro:IPR002347', 'InterPro:IPR006393', 'InterPro:IPR036291']
0	P35270	Homo sapiens (Human)	['EC 1.1.1.153']	['InterPro:IPR002347', 'InterPro:IPR006393', 'InterPro:IPR036291']
0	Q64105	Mus musculus (Mouse)	['EC 1.1.1.153']	['InterPro:IPR002347', 'InterPro:IPR006393', 'InterPro:IPR036291']
0	Q02418	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	['EC 1.1.1.17']	['InterPro:IPR000669', 'InterPro:IPR008927', 'InterPro:IPR013118', 'InterPro:IPR013131', 'InterPro:IPR013328', 'InterPro:IPR023027', 'InterPro:IPR023028', 'InterPro:IPR036291']
0	Q8NJJ1	Aspergillus niger	['EC 1.1.1.17']	['InterPro:IPR000669', 'InterPro:IPR008927', 'InterPro:IPR013118', 'InterPro:IPR013131', 'InterPro:IPR013328', 'InterPro:IPR023028', 'InterPro:IPR036291']
1	A2QD49	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	['EC 1.1.1.17']	['InterPro:IPR000669', 'InterPro:IPR008927', 'InterPro:IPR013118', 'InterPro:IPR013131', 'InterPro:IPR013328', 'InterPro:IPR023028', 'InterPro:IPR036291']
0	Q9TV69	Sus scrofa (Pig)	['EC 1.3.1.20', 'EC 1.1.1.179']	['InterPro:IPR000683', 'InterPro:IPR004104', 'InterPro:IPR036291']
0	Q9BTZ2	Homo sapiens (Human)	['EC 1.1.1.184']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR029511', 'InterPro:IPR036291']
1	P16152	Homo sapiens (Human)	['EC 1.1.1.184', 'EC 1.1.1.196, EC 1.1.1.197', 'EC 1.1.1.71', 'EC 1.1.1.189']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291', 'InterPro:IPR045313']
2	O75828	Homo sapiens (Human)	['EC 1.1.1.184', 'EC 1.6.5.10']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291', 'InterPro:IPR045313']
0	Q9GKX2	Oryctolagus cuniculus (Rabbit)	['EC 1.1.1.184', 'EC 1.1.1.300']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR029511', 'InterPro:IPR036291']
1	P47844	Oryctolagus cuniculus (Rabbit)	['EC 1.1.1.184', 'EC 1.1.1.196, EC 1.1.1.197', 'EC 1.1.1.71', 'EC 1.1.1.189']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291', 'InterPro:IPR045313']
0	P08074	Mus musculus (Mouse)	['EC 1.1.1.184']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
1	Q99LB2	Mus musculus (Mouse)	['EC 1.1.1.184', 'EC 1.1.1.300']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR029511', 'InterPro:IPR036291']
2	P48758	Mus musculus (Mouse)	['EC 1.1.1.184', 'EC 1.1.1.196, EC 1.1.1.197', 'EC 1.1.1.71', 'EC 1.1.1.189']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291', 'InterPro:IPR045313']
3	Q8K354	Mus musculus (Mouse)	['EC 1.1.1.184', 'EC 1.6.5.10']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291', 'InterPro:IPR045313']
0	B2GV72	Rattus norvegicus (Rat)	['EC 1.1.1.184', 'EC 1.6.5.10']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291', 'InterPro:IPR045313']
1	Q8VID1	Rattus norvegicus (Rat)	['EC 1.1.1.184', 'EC 1.1.1.300']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR029511', 'InterPro:IPR036291']
0	P05980	Bos taurus (Bovine)	['EC 1.1.1.188']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
1	P52897	Bos taurus (Bovine)	['EC 1.1.1.188']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
0	Q3SZD7	Bos taurus (Bovine)	['EC 1.1.1.184', 'EC 1.1.1.196, EC 1.1.1.197', 'EC 1.1.1.71', 'EC 1.1.1.189']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291', 'InterPro:IPR045313']
0	P50578	Sus scrofa (Pig)	['EC 1.1.1.2', 'EC 1.1.1.33', 'EC 1.1.1.372', 'EC 1.1.1.54', 'EC 1.1.1.19', 'EC 1.1.1.20']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044481']
0	P14550	Homo sapiens (Human)	['EC 1.1.1.2', 'EC 1.1.1.372', 'EC 1.1.1.54', 'EC 1.1.1.19', 'EC 1.1.1.20']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044481']
0	Q3ZCJ2	Bos taurus (Bovine)	['EC 1.1.1.2', 'EC 1.1.1.33', 'EC 1.1.1.372', 'EC 1.1.1.54', 'EC 1.1.1.19', 'EC 1.1.1.20']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044481']
0	E9PU28	Rattus norvegicus (Rat)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875']
1	D3ZLZ7	Rattus norvegicus (Rat)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875']
0	Q59Q46	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875', 'InterPro:IPR046342']
1	O00086	Candida albicans (Yeast)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875', 'InterPro:IPR046342']
0	P50096	Mus musculus (Mouse)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875']
1	P24547	Mus musculus (Mouse)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875']
0	P21620	Leishmania donovani	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875', 'InterPro:IPR046342']
0	P9WKI7	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875', 'InterPro:IPR046342']
1	P9WKI6	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875', 'InterPro:IPR046342']
2	P65168	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875', 'InterPro:IPR046342']
0	P50098	Trypanosoma brucei brucei	['EC 1.1.1.205']	['InterPro:IPR000644', 'InterPro:IPR001093', 'InterPro:IPR005990', 'InterPro:IPR013785', 'InterPro:IPR015875']
0	Q91WR5	Mus musculus (Mouse)	['EC 1.1.1.-', 'EC 1.1.1.209']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
1	O55240	Mus musculus (Mouse)	['EC 1.1.1.209', 'EC 1.1.1.315', 'EC 1.1.1.53']	['InterPro:IPR002347', 'InterPro:IPR036291']
2	Q58NB6	Mus musculus (Mouse)	['EC 1.1.1.209', 'EC 1.1.1.53', 'EC 1.1.1.105']	['InterPro:IPR002347', 'InterPro:IPR036291']
3	O54909	Mus musculus (Mouse)	['EC 1.1.1.105', 'EC 1.1.1.209', 'EC 1.1.1.315', 'EC 1.1.1.53']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
4	Q9R092	Mus musculus (Mouse)	['EC 1.1.1.105', 'EC 1.1.1.209', 'EC 1.1.1.239', 'EC 1.1.1.53', 'EC 1.1.1.62']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
0	P16116	Bos taurus (Bovine)	['EC 1.1.1.21', 'EC 1.1.1.300', 'EC 1.1.1.372', 'EC 1.1.1.54']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812']
0	P15122	Oryctolagus cuniculus (Rabbit)	['EC 1.1.1.300', 'EC 1.1.1.372', 'EC 1.1.1.54', 'EC 1.1.1.21']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812']
0	P82809	Mesocricetus auratus (Golden hamster)	['EC 1.1.1.-', 'EC 1.1.1.218']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
0	P82810	Oryctolagus cuniculus (Rabbit)	['EC 1.1.1.218']	['InterPro:IPR036812']
0	O60701	Homo sapiens (Human)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
0	O70199	Rattus norvegicus (Rat)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
0	Q96558	Glycine max (Soybean) (Glycine hispida)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
0	O86422	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028357', 'InterPro:IPR036220', 'InterPro:IPR036291']
0	P12378	Bos taurus (Bovine)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
0	Q5F3T9	Gallus gallus (Chicken)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
0	Q9FZE1	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
1	Q9FM01	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
2	Q9LIA8	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
3	Q9LF33	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.22']	['InterPro:IPR001732', 'InterPro:IPR008927', 'InterPro:IPR014026', 'InterPro:IPR014027', 'InterPro:IPR017476', 'InterPro:IPR028356', 'InterPro:IPR036220', 'InterPro:IPR036291']
0	P10370	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161', 'InterPro:IPR022695']
1	Q8Z5K0	Salmonella typhi	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161', 'InterPro:IPR022695']
2	Q57MS3	Salmonella choleraesuis (strain SC-B67)	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161', 'InterPro:IPR022695']
3	Q5PDP3	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161', 'InterPro:IPR022695']
4	Q8GKZ1	Salmonella enteritidis	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161']
0	P06988	Escherichia coli (strain K12)	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161', 'InterPro:IPR022695']
2	Q8X8T3	Escherichia coli O157:H7	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161', 'InterPro:IPR022695']
3	Q8FG52	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161', 'InterPro:IPR022695']
4	P59401	Shigella flexneri	['EC 1.1.1.23']	['InterPro:IPR001692', 'InterPro:IPR012131', 'InterPro:IPR016161', 'InterPro:IPR022695']
0	Q99714	Homo sapiens (Human)	['EC 1.1.1.35', 'EC 1.1.1.62', 'EC 1.1.1.239', 'EC 1.1.1.178', 'EC 1.1.1.53', 'EC 1.1.1.159']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
4	Q92506	Homo sapiens (Human)	['EC 1.1.1.n12', 'EC 1.1.1.62', 'EC 1.1.1.239']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
0	P82125	Sus scrofa (Pig)	['EC 1.1.1.263']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044484']
0	P9WNS1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	['EC 1.1.1.267']	['InterPro:IPR003821', 'InterPro:IPR013512', 'InterPro:IPR013644', 'InterPro:IPR026877', 'InterPro:IPR036169', 'InterPro:IPR036291']
1	P9WNS0	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	['EC 1.1.1.267']	['InterPro:IPR003821', 'InterPro:IPR013512', 'InterPro:IPR013644', 'InterPro:IPR026877', 'InterPro:IPR036169', 'InterPro:IPR036291']
2	A5U6M4	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	['EC 1.1.1.267']	['InterPro:IPR003821', 'InterPro:IPR013512', 'InterPro:IPR013644', 'InterPro:IPR026877', 'InterPro:IPR036169', 'InterPro:IPR036291']
3	A1KML5	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	['EC 1.1.1.267']	['InterPro:IPR003821', 'InterPro:IPR013512', 'InterPro:IPR013644', 'InterPro:IPR026877', 'InterPro:IPR036169', 'InterPro:IPR036291']
4	C1AFY6	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	['EC 1.1.1.267']	['InterPro:IPR003821', 'InterPro:IPR013512', 'InterPro:IPR013644', 'InterPro:IPR026877', 'InterPro:IPR036169', 'InterPro:IPR036291']
5	P64013	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	['EC 1.1.1.267']	['InterPro:IPR003821', 'InterPro:IPR013512', 'InterPro:IPR013644', 'InterPro:IPR026877', 'InterPro:IPR036169', 'InterPro:IPR036291']
6	B2HJP9	Mycobacterium marinum (strain ATCC BAA-535 / M)	['EC 1.1.1.267']	['InterPro:IPR003821', 'InterPro:IPR013512', 'InterPro:IPR013644', 'InterPro:IPR026877', 'InterPro:IPR036169', 'InterPro:IPR036291']
0	P00338	Homo sapiens (Human)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
1	P07195	Homo sapiens (Human)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
2	P07864	Homo sapiens (Human)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
3	Q9BYZ2	Homo sapiens (Human)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
4	Q6ZMR3	Homo sapiens (Human)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
0	Q27743	Plasmodium falciparum (isolate CDC / Honduras)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011275', 'InterPro:IPR015955', 'InterPro:IPR022383', 'InterPro:IPR036291']
1	P13774	Plasmodium falciparum	['EC 1.1.1.27']	[]
0	P13491	Oryctolagus cuniculus (Rabbit)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
1	P13490	Oryctolagus cuniculus (Rabbit)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
0	P04642	Rattus norvegicus (Rat)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
1	P42123	Rattus norvegicus (Rat)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
2	P19629	Rattus norvegicus (Rat)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
0	P00339	Sus scrofa (Pig)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
1	P00336	Sus scrofa (Pig)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
2	Q9TSX5	Sus scrofa (Pig)	['EC 1.1.1.27']	['InterPro:IPR001236', 'InterPro:IPR001557', 'InterPro:IPR011304', 'InterPro:IPR015955', 'InterPro:IPR018177', 'InterPro:IPR022383', 'InterPro:IPR036291']
0	P56937	Homo sapiens (Human)	['EC 1.1.1.270', 'EC 1.1.1.210', 'EC 1.1.1.62']	['InterPro:IPR002347', 'InterPro:IPR036291', 'InterPro:IPR042829']
0	P32055	Escherichia coli (strain K12)	['EC 1.1.1.271']	['InterPro:IPR001509', 'InterPro:IPR028614', 'InterPro:IPR036291']
0	Q9KWN1	Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)	['EC 1.1.1.276']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
1	Q8U8I2	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	['EC 1.1.1.276']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
0	P52643	Escherichia coli (strain K12)	['EC 1.1.1.28']	['InterPro:IPR006139', 'InterPro:IPR006140', 'InterPro:IPR029752', 'InterPro:IPR029753', 'InterPro:IPR036291']
1	P26297	Lactobacillus delbrueckii subsp. bulgaricus (strain ATCC 11842 / DSM 20081 / BCRC 10696 / JCM 1002 / NBRC 13953 / NCIMB 11778 / NCTC 12712 / WDCM 00102 / Lb 14)	['EC 1.1.1.28']	['InterPro:IPR006139', 'InterPro:IPR006140', 'InterPro:IPR029752', 'InterPro:IPR029753', 'InterPro:IPR036291']
2	P30901	Lactobacillus helveticus (Lactobacillus suntoryeus)	['EC 1.1.1.28']	['InterPro:IPR006139', 'InterPro:IPR006140', 'InterPro:IPR029752', 'InterPro:IPR029753', 'InterPro:IPR036291']
